,Term,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class
395,niggerville,0.0,1.0,0.0,0.0,0.0,0.0,0.0
396,retarded,0.0,0.0,0.0,0.0,0.0,1.0,0.0
397,shekelnose,0.0,1.0,1.0,0.0,0.0,0.0,0.0
398,lefty,0.0,1.0,0.0,0.0,0.0,0.0,0.0
399,kikesberg,0.0,1.0,1.0,0.0,0.0,0.0,0.0
400,jigroes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
401,jigro,0.0,1.0,0.0,0.0,0.0,0.0,0.0
402,hoodrats,0.0,1.0,0.0,1.0,0.0,0.0,1.0
403,hoodrat,0.0,1.0,0.0,1.0,0.0,0.0,1.0
404,golliwog,0.0,1.0,0.0,0.0,0.0,0.0,0.0
405,pisslam,0.0,0.0,1.0,0.0,0.0,0.0,0.0
406,Ahab,0.0,1.0,0.0,0.0,0.0,0.0,0.0
407,dinks,1.0,1.0,0.0,0.0,0.0,0.0,0.0
408,dink,1.0,1.0,0.0,0.0,0.0,0.0,0.0
409,bans and cans,1.0,1.0,0.0,0.0,0.0,0.0,0.0
410,muslimic,0.0,1.0,1.0,0.0,0.0,0.0,0.0
411,gender nigger,0.0,0.0,0.0,1.0,0.0,0.0,0.0
412,dot head,1.0,1.0,0.0,0.0,0.0,0.0,0.0
413,dogan,1.0,0.0,1.0,0.0,0.0,0.0,0.0
414,cripples,0.0,0.0,0.0,0.0,0.0,1.0,0.0
415,chinks,1.0,0.0,0.0,0.0,0.0,0.0,0.0
416,boojie,0.0,1.0,0.0,0.0,0.0,0.0,1.0
417,black dago,1.0,1.0,0.0,0.0,0.0,0.0,0.0
418,bitches,0.0,0.0,0.0,1.0,0.0,0.0,0.0
419,bitch,0.0,0.0,0.0,1.0,0.0,0.0,0.0
420,jit,0.0,1.0,0.0,0.0,0.0,0.0,0.0
421,toad,0.0,1.0,0.0,0.0,0.0,0.0,0.0
422,khazar,1.0,1.0,1.0,0.0,0.0,0.0,0.0
423,Zionazi,1.0,1.0,1.0,0.0,0.0,0.0,0.0
424,kike,0.0,1.0,1.0,0.0,0.0,0.0,0.0
425,sand niglet,0.0,1.0,0.0,0.0,0.0,0.0,0.0
426,sand niglets,0.0,1.0,0.0,0.0,0.0,0.0,0.0
427,Zionazis,1.0,0.0,1.0,0.0,0.0,0.0,0.0
428,zipperheads,0.0,1.0,0.0,0.0,0.0,0.0,0.0
429,zippoheads,0.0,1.0,0.0,0.0,0.0,0.0,0.0
430,zips,0.0,1.0,0.0,0.0,0.0,0.0,0.0
431,ZOG lovers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
432,zebras,0.0,1.0,0.0,0.0,0.0,0.0,0.0
433,zigabos,0.0,1.0,0.0,0.0,0.0,0.0,0.0
434,ziojews,0.0,1.0,1.0,0.0,0.0,0.0,0.0
435,yellow invaders,0.0,1.0,0.0,0.0,0.0,0.0,0.0
436,yellows,0.0,1.0,0.0,0.0,0.0,0.0,0.0
437,yids,0.0,1.0,0.0,0.0,0.0,0.0,0.0
438,yobbos,0.0,0.0,0.0,0.0,0.0,0.0,1.0
439,yobs,0.0,0.0,0.0,0.0,0.0,0.0,1.0
440,Yanks,1.0,0.0,0.0,0.0,0.0,0.0,0.0
441,yard apes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
442,yardies,1.0,1.0,0.0,0.0,0.0,0.0,1.0
443,yellow bones,0.0,1.0,0.0,0.0,0.0,0.0,0.0
444,wogs,1.0,1.0,0.0,0.0,0.0,0.0,0.0
445,wops,1.0,0.0,0.0,0.0,0.0,0.0,0.0
446,wopspeak,0.0,1.0,0.0,0.0,0.0,0.0,0.0
447,Yankees,1.0,0.0,0.0,0.0,0.0,0.0,0.0
448,wiggas,1.0,1.0,0.0,0.0,0.0,0.0,0.0
449,wiggerettes,1.0,1.0,0.0,0.0,0.0,0.0,0.0
450,wiggers,1.0,1.0,0.0,0.0,0.0,0.0,0.0
451,winks,0.0,1.0,0.0,0.0,0.0,0.0,0.0
452,whiggers,1.0,1.0,0.0,0.0,0.0,0.0,0.0
453,white niggers,1.0,1.0,0.0,0.0,0.0,0.0,0.0
454,whities,0.0,1.0,0.0,0.0,0.0,0.0,0.0
455,WICs,0.0,1.0,1.0,0.0,0.0,0.0,0.0
456,wegroes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
457,wetbacks,0.0,1.0,0.0,0.0,0.0,0.0,0.0
458,wexicans,1.0,1.0,0.0,0.0,0.0,0.0,0.0
459,whiggas,0.0,1.0,0.0,0.0,0.0,0.0,0.0
460,WASPs,0.0,1.0,1.0,0.0,0.0,0.0,0.0
461,uncircumcised baboons,0.0,1.0,0.0,0.0,0.0,0.0,0.0
462,Uncle Toms,0.0,1.0,0.0,0.0,0.0,0.0,0.0
463,Velcro heads,0.0,1.0,0.0,0.0,0.0,0.0,0.0
464,wagon burners,0.0,1.0,0.0,0.0,0.0,0.0,0.0
465,tynkers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
466,Ubangees,0.0,1.0,0.0,0.0,0.0,0.0,0.0
467,Ubangis,0.0,1.0,0.0,0.0,0.0,0.0,0.0
468,tyncars,0.0,1.0,0.0,0.0,0.0,0.0,0.0
469,tynekeres,0.0,1.0,0.0,0.0,0.0,0.0,0.0
470,tynkards,0.0,1.0,0.0,0.0,0.0,0.0,0.0
471,tynkares,0.0,1.0,0.0,0.0,0.0,0.0,0.0
472,tynkeres,0.0,1.0,0.0,0.0,0.0,0.0,0.0
473,tree niggers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
474,tunnel diggers,1.0,1.0,0.0,0.0,0.0,0.0,0.0
475,twats,0.0,0.0,0.0,1.0,0.0,0.0,0.0
476,Twinkies,0.0,1.0,0.0,0.0,0.0,0.0,0.0
477,towel heads,0.0,1.0,0.0,0.0,0.0,0.0,0.0
478,trannies,0.0,0.0,0.0,1.0,0.0,0.0,0.0
479,tree jumpers,0.0,0.0,0.0,0.0,0.0,0.0,1.0
480,tinkars,0.0,1.0,0.0,0.0,0.0,0.0,0.0
481,tinkeres,0.0,1.0,0.0,0.0,0.0,0.0,0.0
482,tinkers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
483,Tommies,1.0,0.0,0.0,0.0,0.0,0.0,0.0
484,tigers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
485,timber niggers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
486,tinckers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
487,tinkards,0.0,1.0,0.0,0.0,0.0,0.0,0.0
488,teapots,0.0,1.0,0.0,0.0,0.0,0.0,0.0
489,tenkers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
490,tard,0.0,0.0,0.0,0.0,0.0,1.0,0.0
491,tarded,0.0,0.0,0.0,0.0,0.0,1.0,0.0
492,tards,0.0,0.0,0.0,0.0,0.0,1.0,0.0
493,suntans,0.0,1.0,0.0,0.0,0.0,0.0,0.0
494,taco niggers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
495,Taffys,1.0,1.0,0.0,0.0,0.0,0.0,0.0
496,tans,1.0,0.0,0.0,0.0,0.0,0.0,0.0
497,tar babies,0.0,1.0,0.0,0.0,0.0,0.0,0.0
498,squinties,0.0,1.0,0.0,0.0,0.0,0.0,0.0
499,steeks,0.0,0.0,0.0,0.0,0.0,0.0,1.0
500,stovepipes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
501,stump jumpers,0.0,0.0,0.0,0.0,0.0,0.0,1.0
502,spivs,0.0,0.0,0.0,0.0,0.0,0.0,1.0
503,spooks,0.0,1.0,0.0,0.0,0.0,0.0,0.0
504,squareheads,1.0,1.0,0.0,0.0,0.0,0.0,0.0
505,squaws,0.0,1.0,0.0,0.0,0.0,0.0,0.0
506,spiggotties,0.0,1.0,0.0,0.0,0.0,0.0,0.0
507,spigs,0.0,1.0,0.0,0.0,0.0,0.0,0.0
508,spikes,0.0,0.0,1.0,0.0,0.0,0.0,0.0
509,spiks,0.0,1.0,0.0,0.0,0.0,0.0,0.0
510,spicspeak,0.0,1.0,0.0,0.0,0.0,0.0,0.0
511,spides,0.0,0.0,0.0,0.0,0.0,0.0,1.0
512,spiggers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
513,spickish,0.0,1.0,0.0,0.0,0.0,0.0,0.0
514,spiclet,0.0,1.0,0.0,0.0,0.0,0.0,0.0
515,spics,0.0,1.0,0.0,0.0,0.0,0.0,0.0
516,spicish,0.0,1.0,0.0,0.0,0.0,0.0,0.0
517,spickaboos,0.0,1.0,0.0,0.0,0.0,0.0,0.0
518,spades,0.0,1.0,0.0,0.0,0.0,0.0,0.0
519,spear chuckers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
520,spergs,0.0,0.0,0.0,0.0,0.0,1.0,0.0
521,spice niggers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
522,snowflakes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
523,soles,1.0,1.0,0.0,0.0,0.0,0.0,0.0
524,sooties,0.0,1.0,0.0,0.0,0.0,0.0,0.0
525,soup takers,1.0,0.0,1.0,0.0,0.0,0.0,0.0
526,Southern fairies,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,smoke jumpers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
528,smoked Irishmen,1.0,1.0,0.0,0.0,0.0,0.0,0.0
529,snouts,1.0,0.0,1.0,0.0,0.0,0.0,0.0
530,slopes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
531,slopies,0.0,1.0,0.0,0.0,0.0,0.0,0.0
532,smicks,1.0,1.0,0.0,0.0,0.0,0.0,1.0
533,slants,0.0,1.0,0.0,0.0,0.0,0.0,0.0
534,slaves,0.0,1.0,0.0,0.0,0.0,0.0,0.0
535,slits,0.0,1.0,0.0,0.0,0.0,0.0,0.0
536,slopeheads,0.0,1.0,0.0,0.0,0.0,0.0,0.0
537,Skippies,1.0,1.0,0.0,0.0,0.0,0.0,0.0
538,Skips,1.0,1.0,0.0,0.0,0.0,0.0,0.0
539,slant eyes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
540,sideways vaginas,1.0,1.0,0.0,0.0,0.0,0.0,0.0
541,skags,0.0,0.0,0.0,1.0,0.0,0.0,1.0
542,skangers,0.0,0.0,0.0,0.0,0.0,0.0,1.0
543,skinnie,1.0,1.0,0.0,0.0,0.0,0.0,0.0
544,skinnies,1.0,0.0,0.0,0.0,0.0,0.0,0.0
545,shit kickers,0.0,0.0,0.0,0.0,0.0,0.0,1.0
546,sideways cooters,1.0,1.0,0.0,0.0,0.0,0.0,0.0
547,sideways pussies,1.0,1.0,0.0,0.0,0.0,0.0,0.0
548,shiners,0.0,1.0,0.0,0.0,0.0,0.0,0.0
549,shines,0.0,1.0,0.0,0.0,0.0,0.0,0.0
550,shit heels,0.0,1.0,0.0,0.0,0.0,0.0,0.0
551,Sheltas,1.0,1.0,0.0,0.0,0.0,0.0,0.0
552,shemales,0.0,0.0,0.0,1.0,1.0,0.0,0.0
553,sheboons,0.0,1.0,0.0,0.0,0.0,0.0,0.0
554,sheenies,0.0,1.0,0.0,0.0,0.0,0.0,0.0
555,sheepfuckers,1.0,0.0,0.0,0.0,0.0,0.0,0.0
556,sengas,0.0,0.0,0.0,0.0,0.0,0.0,1.0
557,seppos,1.0,0.0,0.0,0.0,0.0,0.0,0.0
558,septics,1.0,0.0,0.0,0.0,0.0,0.0,0.0
559,shades,0.0,1.0,0.0,0.0,0.0,0.0,0.0
560,shants,1.0,0.0,0.0,0.0,0.0,0.0,1.0
561,scobes,0.0,0.0,0.0,0.0,0.0,0.0,1.0
562,scuffers,0.0,0.0,0.0,0.0,0.0,0.0,1.0
563,semiholes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
564,sawnies,1.0,0.0,0.0,0.0,0.0,0.0,0.0
565,scags,0.0,0.0,0.0,1.0,0.0,0.0,1.0
566,scallies,0.0,0.0,0.0,0.0,0.0,0.0,1.0
567,scangers,0.0,0.0,0.0,0.0,0.0,0.0,1.0
568,sand nips,0.0,1.0,0.0,0.0,0.0,0.0,0.0
569,sand niggerette,0.0,1.0,0.0,1.0,0.0,0.0,0.0
570,sand niggerettes,0.0,1.0,0.0,1.0,0.0,0.0,0.0
571,sand niggers,1.0,1.0,0.0,0.0,0.0,0.0,0.0
572,Russellites,0.0,0.0,1.0,0.0,0.0,0.0,0.0
573,sambos,0.0,1.0,0.0,0.0,0.0,0.0,0.0
574,sand monkey,0.0,1.0,1.0,0.0,0.0,0.0,0.0
575,sand monkeys,0.0,1.0,1.0,0.0,0.0,0.0,0.0
576,rice niggers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
577,ricepickers,1.0,1.0,0.0,0.0,0.0,0.0,0.0
578,roofuckers,1.0,1.0,0.0,0.0,0.0,0.0,0.0
579,roundeyes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
580,Rhine monkeys,1.0,0.0,0.0,0.0,0.0,0.0,0.0
581,Rhineland bastard,0.0,1.0,0.0,0.0,0.0,0.0,0.0
582,Rhineland bastards,0.0,1.0,0.0,0.0,0.0,0.0,0.0
583,red niggers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
584,rednecks,0.0,0.0,0.0,0.0,0.0,0.0,1.0
585,redskins,0.0,1.0,0.0,0.0,0.0,0.0,0.0
586,retardeds,0.0,0.0,0.0,0.0,0.0,1.0,0.0
587,retards,0.0,0.0,0.0,0.0,0.0,1.0,0.0
588,race traitors,0.0,1.0,0.0,0.0,0.0,0.0,0.0
589,ragheads,0.0,1.0,0.0,0.0,0.0,0.0,0.0
590,red bones,0.0,1.0,0.0,0.0,0.0,0.0,0.0
591,quadroons,0.0,1.0,0.0,0.0,0.0,0.0,0.0
592,quashies,0.0,1.0,0.0,0.0,0.0,0.0,0.0
593,queens,0.0,0.0,0.0,0.0,1.0,0.0,0.0
594,queers,0.0,0.0,0.0,0.0,1.0,0.0,0.0
595,proddy dogs,0.0,0.0,1.0,0.0,0.0,0.0,0.0
596,proddywhoddies,0.0,0.0,1.0,0.0,0.0,0.0,0.0
597,proddywoddies,0.0,0.0,1.0,0.0,0.0,0.0,0.0
598,prods,0.0,0.0,1.0,0.0,0.0,0.0,0.0
599,pussies,0.0,0.0,0.0,1.0,0.0,0.0,0.0
600,prairie niggers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
601,poms,1.0,0.0,0.0,0.0,0.0,0.0,0.0
602,popolos,0.0,1.0,0.0,0.0,0.0,0.0,0.0
603,poppadoms,0.0,1.0,0.0,0.0,0.0,0.0,0.0
604,porch monkeys,0.0,1.0,0.0,0.0,0.0,0.0,0.0
605,powderburns,0.0,1.0,0.0,0.0,0.0,0.0,0.0
606,polacks,1.0,0.0,0.0,0.0,0.0,0.0,0.0
607,pollos,0.0,1.0,0.0,0.0,0.0,0.0,0.0
608,pommie grants,1.0,0.0,0.0,0.0,0.0,0.0,0.0
609,pommies,1.0,0.0,0.0,0.0,0.0,0.0,0.0
610,pohms,1.0,0.0,0.0,0.0,0.0,0.0,0.0
611,pointy heads,0.0,1.0,0.0,0.0,0.0,0.0,0.0
612,pineapple niggers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
613,ping pangs,0.0,1.0,0.0,0.0,0.0,0.0,0.0
614,pintos,0.0,1.0,0.0,0.0,0.0,0.0,0.0
615,plastic paddies,1.0,1.0,0.0,0.0,0.0,0.0,0.0
616,pogues,1.0,1.0,0.0,0.0,0.0,0.0,0.0
617,Pepsis,1.0,1.0,0.0,0.0,0.0,0.0,0.0
618,pickaninnys,0.0,1.0,0.0,0.0,0.0,0.0,0.0
619,pikers,1.0,1.0,0.0,0.0,0.0,0.0,0.0
620,pikeys,1.0,1.0,0.0,0.0,0.0,0.0,0.0
621,papists,0.0,0.0,1.0,0.0,0.0,0.0,0.0
622,papooses,0.0,1.0,0.0,0.0,0.0,0.0,0.0
623,pavement apes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
624,peckerwoods,0.0,1.0,0.0,0.0,0.0,0.0,0.0
625,Peppers,1.0,1.0,0.0,0.0,0.0,0.0,0.0
626,pancake faces,0.0,1.0,0.0,0.0,0.0,0.0,0.0
627,pancakes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
628,pakis,1.0,1.0,0.0,0.0,0.0,0.0,0.0
629,palefaces,0.0,1.0,0.0,0.0,0.0,0.0,0.0
630,Orientals,0.0,1.0,0.0,0.0,0.0,0.0,0.0
631,oven dodgers,0.0,1.0,1.0,0.0,0.0,0.0,0.0
632,paddies,1.0,1.0,0.0,0.0,0.0,0.0,0.0
633,Pakiland,1.0,0.0,0.0,0.0,0.0,0.0,0.0
634,Orangies,0.0,0.0,1.0,0.0,0.0,0.0,0.0
635,Oreos,0.0,1.0,0.0,0.0,0.0,0.0,0.0
636,ockers,1.0,0.0,0.0,0.0,0.0,0.0,0.0
637,octaroons,0.0,1.0,0.0,0.0,0.0,0.0,0.0
638,octroons,0.0,1.0,0.0,0.0,0.0,0.0,0.0
639,ofays,0.0,1.0,0.0,0.0,0.0,0.0,0.0
640,nips,1.0,0.0,0.0,0.0,0.0,0.0,0.0
641,nitchees,0.0,1.0,0.0,0.0,0.0,0.0,0.0
642,nitchies,0.0,1.0,0.0,0.0,0.0,0.0,0.0
643,Northern monkeys,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,nigras,0.0,1.0,0.0,0.0,0.0,0.0,0.0
645,nigres,0.0,1.0,0.0,0.0,0.0,0.0,0.0
646,nigs,0.0,1.0,0.0,0.0,0.0,0.0,0.0
647,niglette,0.0,1.0,0.0,0.0,0.0,0.0,0.0
648,nigors,0.0,1.0,0.0,0.0,0.0,0.0,0.0
649,nigguhs,0.0,1.0,0.0,0.0,0.0,0.0,0.0
650,niggurs,0.0,1.0,0.0,0.0,0.0,0.0,0.0
651,niglets,0.0,1.0,0.0,0.0,0.0,0.0,0.0
652,niggerization,0.0,1.0,0.0,0.0,0.0,0.0,0.0
653,nigglets,0.0,1.0,0.0,0.0,0.0,0.0,0.0
654,niggors,0.0,1.0,0.0,0.0,0.0,0.0,0.0
655,niggars,0.0,1.0,0.0,0.0,0.0,0.0,0.0
656,niggerettes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
657,nigars,0.0,1.0,0.0,0.0,0.0,0.0,0.0
658,nigers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
659,nigettes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
660,niccas,0.0,1.0,0.0,0.0,0.0,0.0,0.0
661,nichis,0.0,1.0,0.0,0.0,0.0,0.0,0.0
662,nichiwas,0.0,1.0,0.0,0.0,0.0,0.0,0.0
663,nidges,0.0,1.0,0.0,0.0,0.0,0.0,0.0
664,nig nogs,0.0,1.0,0.0,0.0,0.0,0.0,0.0
665,net heads,0.0,1.0,0.0,0.0,0.0,0.0,0.0
666,neds,0.0,0.0,0.0,0.0,0.0,0.0,1.0
667,neechees,0.0,1.0,0.0,0.0,0.0,0.0,0.0
668,neejees,0.0,1.0,0.0,0.0,0.0,0.0,0.0
669,nafris,0.0,1.0,0.0,0.0,0.0,0.0,0.0
670,neches,0.0,1.0,0.0,0.0,0.0,0.0,0.0
671,mutts,0.0,1.0,0.0,0.0,0.0,0.0,0.0
672,muzzies,0.0,0.0,1.0,0.0,0.0,0.0,0.0
673,muzzpigs,0.0,0.0,1.0,0.0,0.0,0.0,0.0
674,muzzrats,0.0,0.0,1.0,0.0,0.0,0.0,0.0
675,nachos,0.0,1.0,0.0,0.0,0.0,0.0,0.0
676,mullatoes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
677,mungs,1.0,1.0,0.0,0.0,0.0,0.0,0.0
678,munters,0.0,1.0,0.0,0.0,0.0,0.0,0.0
679,munts,0.0,1.0,0.0,0.0,0.0,0.0,0.0
680,muks,0.0,1.0,0.0,0.0,0.0,0.0,0.0
681,muktuks,0.0,1.0,0.0,0.0,0.0,0.0,0.0
682,mulatto,0.0,1.0,0.0,0.0,0.0,0.0,0.0
683,mulignans,0.0,1.0,0.0,0.0,0.0,0.0,0.0
684,mud persons,0.0,1.0,0.0,0.0,0.0,0.0,0.0
685,mud sharks,0.0,1.0,0.0,0.0,0.0,0.0,0.0
686,moulinyans,0.0,1.0,0.0,0.0,0.0,0.0,0.0
687,moxies,0.0,1.0,0.0,0.0,0.0,0.0,0.0
688,MTNs,0.0,1.0,0.0,0.0,0.0,0.0,0.0
689,moss eaters,0.0,1.0,0.0,0.0,0.0,0.0,0.0
690,mossheads,0.0,1.0,0.0,0.0,0.0,0.0,0.0
691,moulies,0.0,1.0,0.0,0.0,0.0,0.0,0.0
692,moulignons,0.0,1.0,0.0,0.0,0.0,0.0,0.0
693,moolinyan,0.0,1.0,0.0,0.0,0.0,0.0,0.0
694,moon crickets,0.0,1.0,0.0,0.0,0.0,0.0,0.0
695,Moors,0.0,1.0,0.0,0.0,0.0,0.0,0.0
696,mokies,0.0,1.0,0.0,0.0,0.0,0.0,0.0
697,mongols,0.0,0.0,0.0,0.0,0.0,1.0,0.0
698,mongs,0.0,0.0,0.0,0.0,0.0,1.0,0.0
699,monkeys,0.0,1.0,0.0,0.0,0.0,0.0,0.0
700,mokes,0.0,1.0,0.0,0.0,0.0,0.0,1.0
701,mochs,0.0,1.0,0.0,0.0,0.0,0.0,0.0
702,mockeys,0.0,1.0,0.0,0.0,0.0,0.0,0.0
703,mockies,0.0,1.0,0.0,0.0,0.0,0.0,0.0
704,Mickey Finns,1.0,1.0,0.0,0.0,0.0,0.0,0.0
705,mickeys,1.0,1.0,0.0,0.0,0.0,0.0,0.0
706,micks,1.0,1.0,0.0,0.0,0.0,0.0,0.0
707,mil bags,0.0,0.0,0.0,0.0,0.0,0.0,1.0
708,millies,0.0,0.0,0.0,0.0,0.0,0.0,1.0
709,Merkins,1.0,0.0,0.0,0.0,0.0,0.0,0.0
710,lubras,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,lugans,1.0,0.0,0.0,0.0,0.0,0.0,0.0
712,mackerel snappers,0.0,0.0,1.0,0.0,0.0,0.0,0.0
713,macks,1.0,1.0,0.0,0.0,0.0,0.0,0.0
714,leprechauns,1.0,0.0,0.0,0.0,0.0,0.0,0.0
715,ling lings,0.0,1.0,0.0,0.0,0.0,0.0,0.0
716,lowlanders,1.0,0.0,0.0,0.0,0.0,0.0,0.0
717,Lebbos,1.0,0.0,0.0,0.0,0.0,0.0,0.0
718,Lebs,1.0,0.0,0.0,0.0,0.0,0.0,0.0
719,lefties,0.0,1.0,0.0,0.0,0.0,0.0,0.0
720,lemonheads,0.0,1.0,0.0,0.0,0.0,0.0,0.0
721,Kushis,0.0,1.0,0.0,0.0,0.0,0.0,0.0
722,Kushites,0.0,1.0,0.0,0.0,0.0,0.0,0.0
723,kykes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
724,latrinos,0.0,1.0,0.0,0.0,0.0,0.0,0.0
725,kunt,0.0,0.0,0.0,1.0,0.0,0.0,0.0
726,kikes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
727,knackers,1.0,1.0,0.0,0.0,0.0,0.0,0.0
728,kneegroes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
729,kotiyas,0.0,1.0,0.0,0.0,0.0,0.0,0.0
730,khazars,0.0,1.0,1.0,0.0,0.0,0.0,0.0
731,jijjiboos,0.0,1.0,0.0,0.0,0.0,0.0,0.0
732,Jits,0.0,1.0,0.0,0.0,0.0,0.0,0.0
733,jockies,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,jocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,jungle bunnys,0.0,1.0,0.0,0.0,0.0,0.0,0.0
736,jigs,0.0,1.0,0.0,0.0,0.0,0.0,0.0
737,Jihadis,0.0,1.0,1.0,0.0,0.0,0.0,0.0
738,jiggaboos,0.0,1.0,0.0,0.0,0.0,0.0,0.0
739,jiggabos,0.0,1.0,0.0,0.0,0.0,0.0,0.0
740,jigaboos,0.0,1.0,0.0,0.0,0.0,0.0,0.0
741,jigaroonis,0.0,1.0,0.0,0.0,0.0,0.0,0.0
742,jewbagg,0.0,1.0,1.0,0.0,0.0,0.0,0.0
743,jhants,0.0,0.0,0.0,0.0,0.0,0.0,1.0
744,Japs,1.0,1.0,0.0,0.0,0.0,0.0,0.0
745,Jerries,1.0,0.0,0.0,0.0,0.0,0.0,0.0
746,jew-fucked,0.0,1.0,1.0,0.0,0.0,0.0,0.0
747,jants,0.0,0.0,0.0,0.0,0.0,0.0,1.0
748,japies,1.0,1.0,0.0,0.0,0.0,0.0,0.0
749,Japland,1.0,1.0,0.0,0.0,0.0,0.0,0.0
750,island niggers,1.0,1.0,0.0,0.0,0.0,0.0,0.0
751,ikeys,0.0,1.0,0.0,0.0,0.0,0.0,0.0
752,injuns,0.0,1.0,0.0,0.0,0.0,0.0,0.0
753,ice monkeys,1.0,0.0,0.0,0.0,0.0,0.0,0.0
754,ice niggers,1.0,1.0,0.0,0.0,0.0,0.0,0.0
755,ikes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
756,ikey mos,0.0,1.0,0.0,0.0,0.0,0.0,0.0
757,Huns,1.0,0.0,1.0,0.0,0.0,0.0,0.0
758,Hunyaks,1.0,0.0,0.0,0.0,0.0,0.0,0.0
759,Hunyocks,1.0,0.0,0.0,0.0,0.0,0.0,0.0
760,hymies,0.0,1.0,1.0,0.0,0.0,0.0,0.0
761,hos,0.0,0.0,0.0,1.0,0.0,0.0,0.0
762,house niggers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
763,Hunkies,1.0,1.0,0.0,0.0,0.0,0.0,0.0
764,Honyaks,1.0,0.0,0.0,0.0,0.0,0.0,0.0
765,Honyocks,1.0,0.0,0.0,0.0,0.0,0.0,0.0
766,hoosiers,0.0,0.0,0.0,0.0,0.0,0.0,1.0
767,hories,0.0,1.0,0.0,0.0,0.0,0.0,0.0
768,hoes,0.0,0.0,0.0,1.0,0.0,0.0,0.0
769,honkeye,0.0,1.0,0.0,0.0,0.0,0.0,0.0
770,honkies,0.0,1.0,0.0,0.0,0.0,0.0,0.0
771,honklets,0.0,1.0,0.0,0.0,0.0,0.0,0.0
772,hicks,0.0,0.0,0.0,0.0,0.0,0.0,1.0
773,higgers,0.0,1.0,1.0,0.0,0.0,0.0,0.0
774,hayseeds,0.0,0.0,0.0,0.0,0.0,0.0,1.0
775,hebros,0.0,1.0,1.0,0.0,0.0,0.0,0.0
776,heebs,0.0,1.0,1.0,0.0,0.0,0.0,0.0
777,heinies,1.0,0.0,0.0,0.0,0.0,0.0,0.0
778,hairybacks,0.0,1.0,0.0,0.0,0.0,0.0,0.0
779,halfricans,0.0,1.0,0.0,0.0,0.0,0.0,0.0
780,gypos,0.0,1.0,0.0,0.0,0.0,0.0,0.0
781,gyppies,0.0,1.0,0.0,0.0,0.0,0.0,0.0
782,gyppos,0.0,1.0,0.0,0.0,0.0,0.0,0.0
783,guineas,1.0,1.0,0.0,0.0,0.0,0.0,0.0
784,gurriers,0.0,0.0,0.0,0.0,0.0,0.0,1.0
785,gualas,1.0,1.0,0.0,0.0,0.0,0.0,0.0
786,gubbas,0.0,1.0,0.0,0.0,0.0,0.0,0.0
787,guidettes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
788,guidos,1.0,1.0,0.0,0.0,0.0,0.0,0.0
789,gooks,0.0,1.0,0.0,0.0,0.0,0.0,0.0
790,greaseballs,1.0,1.0,0.0,0.0,0.0,0.0,0.0
791,greasers,1.0,1.0,0.0,0.0,0.0,0.0,0.0
792,groids,0.0,1.0,0.0,0.0,0.0,0.0,0.0
793,guala gualas,1.0,1.0,0.0,0.0,0.0,0.0,0.0
